dQzt7xsc_Gs_000030,skateboarding
dlhIHrtXQXE_000038,"heart sounds, heartbeat"
LHhpWHRvKsI_000110,"bee, wasp, etc. buzzing"
4JztA5wLXYU_000133,car engine idling
WQ4pX3Fs63o_000087,splashing water
82d_v2RfKsA_000040,people farting
kJPrQsiV7Ws_000333,"cattle, bovinae cowbell"
3NYAAJUIBHg_000030,"female speech, woman speaking"
pogbQfWzWJc_000040,playing bagpipes
6q2g2j_tkPs_000006,horse clip-clop
gSafR4XTJ3Y_000045,playing double bass
qlYFDvuK4YA_000038,church bell ringing
AF69QCUqTxs_000040,people whistling
Yd7ZeHoA_eM_000002,baby laughter
p8FIIZpz8Kc_000096,playing theremin
jPoQu_FwxYI_000090,people crowd
m8t-FHePsQo_000000,skidding
JtWGnqK-4g0_000030,people crowd
_Xq6jNJfBj8_000057,baby laughter
n0KL9df3Clo_000020,playing bongo
duSAuL5hjvg_000013,dog bow-wow
1bUnjS9xZwo_000010,playing trombone
aSleAKgkDDk_000000,playing accordion
pEdAA5YSbLg_000030,driving motorcycle
gsQDnAbVAVo_000120,people screaming
03hFQ4wxzRE_000099,train horning
g75G3MU6Wc0_000000,playing bagpipes
DfYG7RHSBcI_000611,playing tabla
d6vZx24Whjo_000011,playing cello
-BmsJloyzzQ_000125,playing cornet
KFAU37BPLPA_000040,"race car, auto racing"
EwBrYgjJKo0_000084,playing bassoon
WHs0y3WkW8U_000019,woodpecker pecking tree
nj0AKFmHoik_000001,playing harmonica
1TK4JMWzKtk_000059,playing ukulele
QAJ3lXw6rdw_000034,playing sitar
cw66z9N5Fv8_000000,people sneezing
ht8a14cuQPY_000078,train whistling
VUIXAqDAEOE_000106,slot machine
kLuWo1gmRWY_000020,typing on typewriter
gSJIbm1h0xw_000080,singing choir
Sa9TJsCviNo_000119,eagle screaming
6VQ_IbDvyhc_000038,duck quacking
-kWBXffnROc_000030,playing cello
bHuZb-r_zAQ_000000,people humming
l_1P4EVdDh0_000040,"race car, auto racing"
_mVk_DahMBc_000534,playing bass drum
C0lSdIwkWuI_000009,raining
aZf2b3FBwMc_000375,playing bongo
41rAv4f84_0_000000,male singing
5Yq1xYjkQ2k_000060,"race car, auto racing"
SC0mnbrIPj0_000123,"subway, metro, underground"
PcKUdXJYzzE_000048,playing cymbal
EJrtOkVKs7w_000063,people marching
S_asbQyVatI_000121,penguins braying
CZj_Io9jr70_000000,machine gun shooting
1GlgE4L-6v0_000020,playing bagpipes
w-GJ9kJ48x8_000048,baby babbling
froUCNmLtto_000030,"vehicle horn, car horn, honking"
10khlGmxNsE_000030,car passing by
TfsKwCivnPc_000030,playing french horn
3uPeOWzjBLA_000429,cat purring
7k9aG6Lo_s8_000750,fire crackling
a8mn51-Vt5E_000012,crow cawing
RNzEhD2IC1c_000090,fireworks banging
K2IOZ-5Nk5k_000335,machine gun shooting
3s8SZtq05yY_000093,playing darts
cK20g76V_-k_000112,singing bowl
DuILhzKW_Tg_000040,playing accordion
agT_SbWobII_000190,cupboard opening or closing
lkUHvt0tpnE_000040,chainsawing trees
aRZMQEFsvek_000030,turkey gobbling
JVzYYyVqWgU_000442,basketball bounce
0d-mPaguXrE_000030,car passing by
ipxaxb8LQ8o_000534,squishing water
C9dAN2H6wLY_000070,"race car, auto racing"
9E2iI74BiEw_000030,"playing violin, fiddle"
gpsXKzlirxg_000197,yodelling
AaX3Z4pkJ4o_000092,people booing
CaeMb35PVeI_000030,"male speech, man speaking"
BW88vdWxQco_000090,"alligators, crocodiles hissing"
1Xb0ALz4De4_000064,playing congas
1bwsC4U9770_000024,male singing
Dvoj1QP1HSQ_000109,door slamming
TPLFJlGpOHA_000047,playing sitar
p9-G-0SAwyw_000066,chimpanzee pant-hooting
w4yeMtvBMlQ_000030,raining
9LDdYvmbnD8_000160,helicopter
pRWjRnlmdwU_000205,playing harpsichord
X6u_LdIscOs_000244,playing bugle
LE5xN_UR26A_000054,roller coaster running
pwrq_NCJCd0_000011,sliding door
74QJMxUiCyI_000030,"pigeon, dove cooing"
_06kAQjmP_E_000030,lions growling
BCDPEwIRz4s_000030,playing piano
fdh9MgE7vac_000142,"playing steel guitar, slide guitar"
IymWMZl9Q8w_000082,underwater bubbling
iRxjY_9B7p8_000626,blowtorch igniting
e5nyjYhtiBI_000040,driving motorcycle
Uc-nvHRgGFw_001163,playing hockey
8SP42wLBEvs_000220,playing drum kit
ukYJs8P14FY_000257,magpie calling
sgjqvcLZ5rc_000137,playing castanets
6h7JUMZbpG8_000030,male singing
8mfkKXu4YQo_000510,stream burbling
d_ZV1k3I6WA_000000,train horning
6wmjb19uPf8_000050,basketball bounce
hVsaTVUOzxk_000166,owl hooting
cxh2uD56xRU_000030,chainsawing trees
v_mvC6LrvKo_000030,printer printing
dhaK1_BrPxA_000010,playing accordion
XyXGl7VwesA_000030,ocean burbling
m0DgJU3nusU_000032,"playing steel guitar, slide guitar"
24uoFt_XHsE_000246,playing castanets
yY0vgt8egfY_000091,firing muskets
Rb86PRtEtno_000018,cricket chirping
EtAxScATeOY_000079,golf driving
J2Xs_8RGsp0_000124,tap dancing
_87HzIJ5hiY_000000,"child speech, kid speaking"
S6Fq3UKaXPo_000140,"subway, metro, underground"
y3QA7QMUBcs_000050,"child speech, kid speaking"
olpngp6r-HU_000000,"engine accelerating, revving, vroom"
B9a-i2eZUv8_000090,arc welding
21T6jc0QZWQ_000076,playing harmonica
CZv5DpnS-P8_000367,ripping paper
i82Bh55hZUQ_000090,ocean burbling
WgWSQRtVhQk_000002,playing bassoon
KTQig7CKVHU_000022,air conditioning noise
01UwyBcE7cs_000083,"engine accelerating, revving, vroom"
zWIQoMMl784_000000,eletric blender running
zHGhujQaGKw_000045,playing theremin
DdjdvscbMJI_000030,"male speech, man speaking"
QV0AKs6aFoE_000000,playing piano
ThdzSPS3jw8_000060,playing cello
I2EAD7YYpE4_000030,toilet flushing
-KJbMzEiYFA_000080,cattle mooing
6ONpwZcn3yE_000000,people clapping
mDjg1kCDVIU_000013,strike lighter
bSIeNYYa_O8_000089,civil defense siren
nFZ9jrWlAQ4_000311,tapping guitar
p2E64X5Jtqg_000062,coyote howling
Nu0GVXID2Q8_000007,playing glockenspiel
M4q6K9GrZhA_000219,people whistling
s5QZn2iiazc_000122,singing choir
TgAcM1sb42I_000010,helicopter
3hLYGZtXP6E_000062,playing bassoon
3twQoqvMfvw_000030,playing drum kit
PScvgGs5cdo_000146,playing vibraphone
kisBbAeluI0_000030,car passing by
p6fPGXSh3pI_000020,lions growling
m8W1L6TDG7w_000010,missile launch
59y3IhwHCK0_000017,playing bugle
Ch_RpcvHirQ_000184,playing badminton
_nZdrLaMez0_000000,people screaming
fWMdslkh_P0_000050,people cheering
j4J8WqxAZIM_000019,vacuum cleaner cleaning floors
Oqp-CbWhQK4_000300,playing cello
ShZYgUGEci8_000050,playing saxophone
YgM5F_H08qc_000008,ambulance siren
0rjHjFwsntQ_000015,volcano explosion
ggqwf2hAuao_000010,lathe spinning
QTwpV1G2nR0_000120,train horning
qpbAe2HyzqA_000182,playing synthesizer
r78h8h65GyI_000057,playing bongo
W4spZpHohmQ_000016,people farting
KvM-N15qRh4_000014,baltimore oriole calling
7-D5hiCySoA_000030,male singing
2L0wJmE1Z6c_000027,tap dancing
mlAVPC3odKI_000000,playing bagpipes
LrpRxKKzKgU_000360,basketball bounce
anSJCLpDHXw_000110,people crowd
n0Ba42fU1cI_000112,tapping guitar
3Cr9rFUHsi8_000030,child singing
W82dYp-odi4_000108,"playing steel guitar, slide guitar"
8BfQiQJn5ZU_000194,skiing
104c3s7xfmQ_000119,tapping guitar
aHjbiC80YD0_000109,people slapping
nK15J54IVCI_000092,playing harmonica
fTT_D_d_5FA_000080,people clapping
5Vmj1xYnHlY_000007,goat bleating
DOi5UxxTknA_000041,driving snowmobile
60ToYWD4U1g_000126,playing tambourine
klGu5gqUcKY_000123,parrot talking
B6_UYa2aST8_000030,"pigeon, dove cooing"
oeaxL78mF_k_000283,metronome
bCyUYxs09nw_000114,basketball bounce
e6V6_LxjAHY_000004,"cattle, bovinae cowbell"
NhG3B6SSgA8_000030,car engine knocking
HzVGh0xbPXI_000000,dog barking
V722TesVMgs_000020,people sobbing
6WBduWZSJy4_000450,ambulance siren
6l0sxqfnaFI_000005,horse clip-clop
CZs6MipvwMg_000030,cat hissing
1OPZI4KYe_o_000080,dinosaurs bellowing
49gi-iYJ1F0_000107,tap dancing
F6AryXEhyGE_000215,people slurping
_4RRKzDUd60_000113,lathe spinning
1THljuwMb94_000011,baby crying
NANM-avSzh0_000099,mynah bird singing
DicWzdR6yws_000121,yodelling
WL7Szk-RcSk_000330,people clapping
Sdb7ge__1iE_000010,playing electronic organ
yddPZGg7JIY_000139,people giggling
4UbZjOQ5vkw_000080,playing banjo
tAxYfWg2zOo_000187,rapping
nFrPz6rTS5s_000007,playing synthesizer
aXZS47dj1l8_000004,cat purring
Iy3HFCppLoY_000101,tap dancing
dFumlv2JOMc_000000,playing bagpipes
w0xbP83McGk_000030,people clapping
8SwTlz-VDxg_000010,ocean burbling
U1_VO9VcG8E_000072,lawn mowing
2aKUo0ZBbbw_000270,playing harpsichord
VvVLOtSMI40_000150,"race car, auto racing"
Cboit9vTmlU_000030,orchestra
DuKwZmB_nkg_000019,yodelling
fKZfdUah_48_000000,playing bass guitar
HfnHUJVgBQU_000030,wind noise
FgzqLAK2y3E_000148,playing hockey
jmx66VGps9c_000000,skiing
PbwZ_e-zk5w_000699,playing timpani
nowY2-6reIk_000030,"pigeon, dove cooing"
djf5seRZHiw_000030,"pigeon, dove cooing"
OD6MCMsWXxg_000008,playing timpani
wzETKcC0jNw_000108,fire truck siren
W9L5rTbcMFA_000004,people eating noodle
0_MkC9-eO_8_000000,mosquito buzzing
JuOGnhDl2-8_000339,people marching
7BeTb4rSxQM_000044,church bell ringing
H6onyc5r6os_000024,"heart sounds, heartbeat"
IU7G1gnORJU_000125,playing volleyball
S2Vx0NE2C5s_000010,playing cymbal
5uB278MwLec_000030,cat meowing
DWCJQAymU4Q_000045,playing tympani
AYd975k3SkE_000014,eagle screaming
lMbKCKuA18I_000056,fox barking
DUf0I--lTF0_000059,owl hooting
KXy7yIr4ZOU_000030,playing vibraphone
ymI82uN6GbY_000003,underwater bubbling
9M3TlXlVdKI_000039,rope skipping
UOswYEzeJ-M_000020,basketball bounce
Wb8rVFr0g0s_000275,playing squash
SzT4vv9CvnQ_000098,cattle mooing
-ebzkDb6UsI_000021,"engine accelerating, revving, vroom"
2Dpa1ZPUiuQ_000004,canary calling
HqZhlvWkNf4_000030,"motorboat, speedboat acceleration"
elERNFoEf3Y_000061,playing harp
b5eac1atqc8_000028,tapping guitar
CwMGMvI6hb8_000050,driving motorcycle
TtkSsHkNL7A_000077,police radio chatter
CewyQvcluec_000076,skiing
GpRQQp1eiDU_000026,people booing
Aeh8H8PXq7A_000102,people babbling
fZQwXyxxTEs_000077,people humming
ew0lIeOsWvE_000100,cat meowing
wqT7MGIlUPw_001077,playing castanets
XLtIAy8OhQ8_000458,police radio chatter
CeD6RlRSr8M_000099,cat purring
r01w7GCQChg_000184,playing castanets
d50LT6Repf0_000259,electric grinder grinding
NXcwqZDrZG4_000003,volcano explosion
KVJAkbuS9iE_000029,arc welding
QFSLHen4m5M_000030,wind noise
Go-vVdSrvTo_000474,people cheering
kFfH_McvJRc_000000,train horning
BN8x6UywEtY_000030,playing harpsichord
tPhXp7HbdI4_000040,chicken crowing
mtN04JZr4Hk_000164,playing squash
xxH10eLi2og_000012,playing bassoon
eCM7DG__-FA_000013,firing cannon
bpO0Bu33GU0_000006,police car (siren)
BkortK6ilLI_000117,playing tabla
DFtI7gVgXFU_000210,playing drum kit
8bF5LV-oLko_000142,black capped chickadee calling
Hk_S81S0_RM_000510,"race car, auto racing"
1MLUEfkJDSw_000001,beat boxing
4ZC3EXHfZWw_000095,frog croaking
oeO2WQT7idk_000528,baby babbling
99i5FpTJeAc_000203,playing bongo
L4i9gnn61Fs_000523,people whispering
oozqEJOy348_000407,train wheels squealing
4Cc4hviIWts_000030,"playing violin, fiddle"
x2uEkzFPsaM_000000,dog bow-wow
ismpeZIzpTc_000041,playing synthesizer
Ray5GGBlZHk_000475,bird squawking
_5ci6fuqWh8_000124,playing guiro
MaQCZTNBDAI_000156,playing table tennis
m-0-kSQjHEM_000020,stream burbling
tOstMIRzWNE_000031,cat hissing
3WpR3jbKDgY_000021,cat meowing
9CFGREWciQ4_000530,people clapping
YknkkCEVQTA_000030,printer printing
ItnOPd_CktY_000020,people coughing
Zqhvd5rBuz4_000046,airplane flyby
-qS2axB2Who_000391,ambulance siren
D4IMm-ztH_8_000000,crow cawing
i5MBy04RY0E_000147,playing theremin
wBkngIqlgcM_000085,playing cello
EO8QXtVa8b0_000240,singing bowl
wPk3Hla0k_Y_000119,"playing steel guitar, slide guitar"
Usd18d4KZd8_000011,"vehicle horn, car horn, honking"
x5KlpFO8z4k_000540,"rowboat, canoe, kayak rowing"
dEMTZOWq3Ck_000030,female singing
9UYSs3XoEvA_000021,dog baying
axPs-97nHxM_001278,"heart sounds, heartbeat"
Mv72ap7P29M_000500,sheep bleating
ON8aBanZeNk_000490,playing clarinet
XytJNk4kwTw_000013,dog baying
w0pTx_t8iu8_000024,cricket chirping
Lowb1I1qUV8_000005,cow lowing
r_c9JlAVFMI_000140,thunder
aIGd63ChN5Y_000013,dog baying
ZyvGabMHdAA_000042,playing djembe
amIICqzZqE8_000006,playing bongo
GxKN_z2Ktm8_000028,duck quacking
C0n5IbKcGHo_000337,striking pool
YvRhQJ_FCig_000220,helicopter
7N9KdQE6HB0_000030,"male speech, man speaking"
tsUsPHkqjy4_000000,wood thrush calling
MSsWPWskqNk_000040,playing table tennis
wmVMG_wkP-s_000034,basketball bounce
OKTVNoZXpFI_000042,tap dancing
ZuoqIXVx1qM_000008,children shouting
jVzcZpdT_8o_000170,people clapping
qAeWBj485sE_000020,people cheering
96y3JlMWP10_000230,ocean burbling
g0luAWxTDm4_000400,people clapping
XoYUeU8ix4E_000030,sloshing water
tmlv4VNzmMs_000030,police car (siren)
KUmKTKcYqFY_000373,people slurping
8AEg3aGab6Q_000060,typing on computer keyboard
xWVCZBeXgWY_000042,swimming
5FqD_PmRf3Y_000030,male singing
SGf6c2DG8RM_000102,frog croaking
H2D8ayZke7I_000308,driving snowmobile
1uLF3rnJZp0_000030,car passing by
VkNJZPpL6KE_000450,playing trombone
9JeJoD8NMMM_000019,horse neighing
NSTEjgfVyfo_000197,police radio chatter
ekvmC6vCD-o_000510,skiing
Fp0M75pgypI_000083,running electric fan
ARGCM_Abwik_000000,dog howling
uvvoc0TRuSA_003104,playing gong
CjxUXAk_2Pw_000010,train horning
a6ilYIQ3faU_000000,playing synthesizer
jd8X2Baudg4_000394,hammering nails
csSgdIUcYJA_000380,fire crackling
wApkoYq-aGQ_000030,"rowboat, canoe, kayak rowing"
qxEiHkG9w98_000026,people shuffling
5KpVNqZC6T8_000365,playing tabla
vVezDMlZIsU_000083,playing table tennis
PnDQHZr8tbc_000497,"cattle, bovinae cowbell"
yV1P9fZ9_os_000018,frog croaking
EiBW_vQOZOo_000034,playing badminton
tQkVYAjdasw_000070,skateboarding
zt2kotP4Fs0_000344,lawn mowing
z0ZI8N250Ys_000006,police car (siren)
nWqMFr9ZW-w_000150,people clapping
b9Jzj2cmWvQ_000010,dog barking
XU8dCEdiGWc_000010,crow cawing
_LKJNqpFhHM_000009,baby crying
j9dsnqH7d4E_000030,lawn mowing
O5xN6GqpJgE_000030,playing harp
bMNrjM8QnGY_000327,parrot talking
E8dPJBFFLqw_000041,coyote howling
Z4kuCZT-yag_000250,playing harpsichord
j2Kb0mdm7nE_000200,"vehicle horn, car horn, honking"
mjOiCynomzk_000369,fire truck siren
8wxB1jjrtPc_000404,playing snare drum
kltHbCZqHWM_000010,skidding
okPEgphGOpw_000329,people eating noodle
AdjliLby3Rs_000071,dog whimpering
RvnX0mDP6hA_000269,canary calling
lyULLe42g-E_000230,orchestra
BSuBTKbulgQ_000362,bouncing on trampoline
mprpLute6lo_000520,planing timber
f1KNU-77GzQ_000066,playing squash
FPxv8lMJ6HI_000278,popping popcorn
PdUj8AnqTTg_000030,playing trombone
WWCNWZUI8BA_000089,playing saxophone
TYdva4I1ZzI_000000,playing castanets
7Mfx9dVjw8I_000097,playing hockey
DprwkwJl31U_000666,shot football
pyT4HZKCERE_000060,playing cello
1yQi9LP9F4U_000005,"playing steel guitar, slide guitar"
ZYc410CE4Rg_000001,playing tennis
VTm_tbt4nL0_000052,woodpecker pecking tree
JTh-avnVYA4_000043,crow cawing
Zx0AadoQ5NA_000353,opening or closing drawers
6Tlu--41J0Q_000038,hail
a3YL8pinNAs_000093,chimpanzee pant-hooting
urvHvBoWoiA_000054,car engine knocking
2xUTfJbiufk_000130,"bird chirping, tweeting"
uAyp9mSzQ_E_000017,lions roaring
gvY3-nGvlfE_000090,people farting
eHsf9NQv5RE_000065,beat boxing
XaTnnouht6w_000007,playing ukulele
hP9-Pj1r-wk_000026,francolin calling
zdlkGcf7cSE_000223,blowtorch igniting
jRXF5_vNUWE_000120,people cheering
G-e_5fFjbrU_000003,chicken crowing
ReiJLjX1n44_000020,people sneezing
6Tws7UBdqjg_000633,"heart sounds, heartbeat"
iEqy_2X4Fxo_000114,playing volleyball
TJ2tjmJm8tk_000030,playing trumpet
Y3ciBU_8pg8_000010,sliding door
VlKCInVzrSc_000000,people clapping
1Dwas5JeSpw_000538,mosquito buzzing
eQncvms8N7c_000030,driving buses
eYlFemOl3nk_000108,sharpen knife
SH2ocO3UH2M_000004,"heart sounds, heartbeat"
Iq04gwNVBKY_000000,ferret dooking
YWwclEZaAY4_000623,playing darts
YcSzJp227co_000200,playing bassoon
-FJSJkUdWSw_000005,playing squash
JzdX5O0XDaY_000006,playing lacrosse
lALGAy3yHOw_000001,"playing steel guitar, slide guitar"
kv1-44p2kyk_000258,singing bowl
Ks4GGIJtfu0_000001,dog whimpering
Vi2nfrwf5qs_000035,missile launch
q3H2lMnw71k_000076,francolin calling
_R65RzskAgg_000018,golf driving
QQi251jQ7v0_000210,driving buses
mY_MAQMpxCA_000100,playing synthesizer
wapzNqCnjxI_000166,playing squash
zwr_D_lK6FA_000012,"vehicle horn, car horn, honking"
qhHgKdlTOho_000030,police car (siren)
BwCc0LFt0nU_000030,playing accordion
bQ8OvJfY-RQ_000030,church bell ringing
Q2YnTzGmILU_000030,"railroad car, train wagon"
7LWQiR--fEo_000000,"child speech, kid speaking"
c4M3JIyAPcM_000020,playing bass drum
bl-JmlvcZxU_000071,playing badminton
vy7Oo7saTAU_000034,missile launch
MRaKYkOfKDw_000009,people booing
8NYAO7SrCOU_000300,eating with cutlery
9C0wcaDzBBw_000023,gibbon howling
B317qqr68GI_000270,playing darts
U0Ef7u_S0OQ_002655,police radio chatter
EBp-ggRTOq4_000039,pheasant crowing
-0YaPPvFmC8_000030,male singing
PY7SiMNxPrY_000083,pheasant crowing
qLjMcQlPS5s_000102,playing darts
JPhCb86kNmQ_000157,people cheering
irf9Z-k7dFM_000208,playing vibraphone
JE0YVqEPovY_000003,basketball bounce
5xA-IRx6sRg_000030,male singing
A_nbVfDVD5I_000030,people crowd
RjGeftc0aZs_000105,playing tabla
iFVQZbgVtZg_000006,car engine knocking
xl-ZJMane_U_000270,"race car, auto racing"
ow-5XRE0XG4_000260,people slurping
N150ccXGyYo_000189,playing erhu
h9Lz_juDZds_000005,driving snowmobile
LsmXZRhdC8c_000090,"bird chirping, tweeting"
WGXyRbuZnj0_000160,bowling impact
iswfKoOb1fY_000051,playing squash
y6iYHd9m7vE_000087,playing bongo
AJmvLil1p8E_000030,"male speech, man speaking"
U1WBP5iy1aM_000036,civil defense siren
9CnDv8rMGW8_000030,"engine accelerating, revving, vroom"
FN0hq8H1b8o_000100,"bee, wasp, etc. buzzing"
ZrzKmYvh1YA_000022,playing shofar
7YX3-9UXTks_000182,people eating apple
jTINIIoJSeo_000065,playing bassoon
0UcGJ1G2MjM_000006,dog barking
7FOIOrAcyEo_000090,skateboarding
BTt87jLhjxo_000120,people babbling
AlTFJIY3DlY_000060,playing bagpipes
oo5otRBaAOI_000292,"cattle, bovinae cowbell"
Gja2qvegf_8_000000,playing squash
xYMBLHfk7oU_000110,"rowboat, canoe, kayak rowing"
7vl23LKA6I8_000132,playing erhu
xKnngyCIctA_000126,"playing steel guitar, slide guitar"
-YakLAKrO8c_000080,"child speech, kid speaking"
-gs3pIiK_Mw_000090,playing cello
F3rn7mVPQPo_000308,sharpen knife
4R7h25tzvR8_000104,slot machine
R4IclthwKoo_000040,people shuffling
_OK6s5Djius_000025,playing snare drum
PB-npHtsOBw_000002,printer printing
Xxh6nxM2wkI_000027,firing cannon
BU_yC1k_SHw_000026,arc welding
4xX3SDZsupA_000040,scuba diving
kh1drIwDfSY_000030,"female speech, woman speaking"
BBqdRYhziF4_000075,mynah bird singing
BeXV_MDFRxk_000141,reversing beeps
pBdxhurSaro_000083,airplane flyby
7--_c-gmR1g_000118,parrot talking
lxFGooLz6Jg_000330,ocean burbling
0TumqT-_n9k_000021,"motorboat, speedboat acceleration"
b-uAMpVwBIc_000042,train horning
cW6Z4Fgx-0g_000000,frog croaking
jsagp9KB-rk_000025,playing tympani
nyq4EWnkq5k_000250,"railroad car, train wagon"
9_5ohULuZVs_000115,mynah bird singing
Owno_kzv8R4_000030,cattle mooing
qiJhGcylZxc_000409,lighting firecrackers
gvFDg5_PLJg_000007,baby laughter
DL1dNGiPyxw_000053,cat hissing
gyQy7h0zCIc_000030,playing cello
mLB4qblMi9M_000104,playing tabla
OqJfUfu8Xdo_000096,singing bowl
ln-6V7zXEyA_000181,missile launch
53fCLL1H6Ek_000180,people clapping
i3htRves9CA_000030,people shuffling
A5ZjSemhJdA_000149,playing timbales
LHGWw7UpwUM_000080,playing sitar
8zH_S5qnxEY_000000,people sobbing
6aMxQCx0-wI_000168,basketball bounce
V-SGXMS9hqs_000072,hair dryer drying
DKDNh3_r-_U_000435,playing cornet
_feNEmomM7k_000130,playing piano
85CLKPjiGEY_000328,playing electronic organ
duTz0KUi_Ds_000006,"vehicle horn, car horn, honking"
-r33LL85TpY_000030,male singing
dd8ExHtH4qM_000300,driving motorcycle
P7hVj03leWw_000019,volcano explosion
z4PKsor_AgI_000072,penguins braying
TndqpMjah8E_000050,lawn mowing
MobIwjeG6ec_000003,basketball bounce
QFMLnfjHHpY_000268,cat purring
T4qykuhAZKk_000327,people finger snapping
-T0f1TSDz-Y_000037,people shuffling
NFcOd21OybM_000003,duck quacking
SNOWQ3aba30_000119,sliding door
e9nUWqJCAE8_000388,people booing
LsnuUhdeLoM_000230,bowling impact
5hEN4_V6DeA_000021,cap gun shooting
N7GqAgUvSOY_000098,playing steelpan
Pc6d7q9UGpE_000150,chainsawing trees
OQ4842aZk7s_000260,police car (siren)
3WVakre4zVo_000348,church bell ringing
fWt0iGm69e8_000156,roller coaster running
-LNnU-P2SeQ_000122,playing washboard
WR1nK0Spo0c_000012,cricket chirping
vHgO0QBaBYQ_000020,playing piano
-zKS9u8-B4g_000030,playing trumpet
MH8chavmTOI_000050,playing drum kit
Zqnx6Uki_S0_000598,people eating
2qi-Dc1EkJo_000030,female singing
T-U771vSw4c_000030,printer printing
GKRpS_CTVDw_000270,"rowboat, canoe, kayak rowing"
5wul33kTQjo_000033,telephone bell ringing
gLrVS39Io-8_000108,playing cymbal
C10qD7fKQXI_000030,ocean burbling
bjR9lv5Q00g_000000,driving snowmobile
fqj8Ii8RjqE_000190,skiing
gcBUpboDmjc_000017,hammering nails
2-j0SV0d-lk_000030,people running
EfWNU5Ge8Vg_000150,people sneezing
4r4YfRgiL-c_000030,playing cello
fAuawx6HfAQ_000055,playing volleyball
7wT2AlqpRGs_000002,baby babbling
TA8XAitqVxg_000000,people coughing
mxjEpHMY_HY_000361,missile launch
2uFIpLZhMvU_000060,"race car, auto racing"
PSicYYhTLWc_000025,fire truck siren
_p2dP1Jfi7o_000026,people nose blowing
OF0REQllFUU_000250,"playing marimba, xylophone"
hJBuk3N2d_I_000025,lighting firecrackers
BWSQ3FAiLg8_000033,planing timber
QjXd9q3p9AM_000026,beat boxing
VDhyvBnNMdg_000021,"motorboat, speedboat acceleration"
CftPdpiRMm8_000079,cheetah chirrup
FT1rZvPJVuk_000006,playing volleyball
3zpTny84oPg_000090,people whispering
dSkQcOgAgRY_000112,hail
TWl9cBKQIr4_000030,police car (siren)
W0MPWFoCwbU_000079,pheasant crowing
SakuPsju1vc_000103,hedge trimmer running
hCzZdu2BXtw_000360,"playing marimba, xylophone"
UBiXXoYiUN8_000040,people babbling
4AcALMtbYUw_000018,missile launch
T3GfbyfVERw_000034,playing ukulele
8SCagD337-o_000039,playing oboe
bgD1F88R_w8_000140,owl hooting
h5w57LVNkag_000002,"donkey, ass braying"
NSRyyxHF_3s_000107,"cattle, bovinae cowbell"
V8XdThKHUFw_000030,"bird chirping, tweeting"
plz9-OYCLYU_000049,singing bowl
VX_Dn2zbHAA_000370,playing synthesizer
btiGpTrcya8_000077,machine gun shooting
TC_Jv5NJPE8_000156,people belly laughing
VKGSdSLfe7g_000109,parrot talking
one4ATbeoYE_000086,bowling impact
WRqUjx4iuK8_000013,people cheering
3sOFf2rtGl0_000012,"subway, metro, underground"
u4GVfNyy36U_000135,cricket chirping
AS-lu9HCu60_000010,lions growling
wt1Vb5Gv4fg_000050,ocean burbling
7VjjY8fkpDE_000217,bouncing on trampoline
0KVNdWwHfFU_000030,playing acoustic guitar
yTDHgujRUsE_000001,firing cannon
n4s-OZDYRZ8_000348,cat purring
-QMzUFcZM7w_000030,playing flute
u-Uxa4D1nDY_000108,planing timber
-GDlM4qr0ec_000092,people burping
4bSsg-8kbQo_000015,lighting firecrackers
q7drfOmr4DE_000010,child singing
0vSmiq7CrCk_000012,horse neighing
8nkb8Ok74qc_000030,"playing violin, fiddle"
3WQcnbTWiIc_000015,car engine knocking
dRTr1wCVRv8_000000,playing bagpipes
BbuhEMA5H0c_000102,playing trumpet
MFD9MwhRid8_000092,playing timbales
lnYOC9tKUBs_000024,playing theremin
rQnLCgQ4xgc_000057,people cheering
XVBUVZ0JqVI_000002,playing zither
WTlLxj30hgs_000014,mynah bird singing
gFrMIM_oENo_000032,pheasant crowing
xoundh0bW0s_000116,lathe spinning
7T7YXd1NYmI_000150,playing accordion
M1Kx8q8sGJc_000020,"railroad car, train wagon"
ybvaQeo6mxg_000203,writing on blackboard with chalk
vMDa5UVr2oU_000057,arc welding
BaMIYW1bZGc_000030,basketball bounce
ZqRhUmf8GDs_000233,baby babbling
CJsYPqkGmI4_000031,tapping guitar
eHAziqYEm3k_000030,chainsawing trees
Q8-tYI2adEY_000180,reversing beeps
F57KANMCVNQ_000020,police car (siren)
FNLsG0fb8Z8_000318,playing volleyball
CVOSvaWIajQ_000150,"motorboat, speedboat acceleration"
seR-fi8-wdU_000440,"bee, wasp, etc. buzzing"
5W3GqfMXWqE_000163,playing tambourine
HY_lPyHyqLU_000183,machine gun shooting
rZnQSetTvQM_000011,baby crying
LdW00H-SZ9U_000020,playing piano
4UUH1K4bRSo_000030,dog barking
otHmrqsRq1k_000060,wind noise
03Ybrm3Dmg0_000025,people whistling
Wye9hew41bw_000324,roller coaster running
wzETKcC0jNw_000098,fire truck siren
bCOenlFkuNk_000030,"playing violin, fiddle"
A_F8XKOLWqA_000020,"pigeon, dove cooing"
vf2E-2NPOvA_000023,"vehicle horn, car horn, honking"
uDOPQ20vWuo_000141,airplane flyby
_bmyOvumxjQ_000003,lighting firecrackers
OLPHQdNXZpY_000013,children shouting
-GM-ogU1Q4s_000021,horse clip-clop
TlYftTvkkAw_000100,dog howling
